StopName,Routes...
东方路蓝村路,989路,浦东73路,639路,736路,746路,819路,浦东89路,980路,1021路,610路,周康9路,629路,338路,浦东4路,798路,779路,785路,984路,973路,792路,871路,浦东12路,795路
东方路龙阳路,浦东73路,974路,980路,984路,871路,795路
东昌路浦东南路,939路,583路,沪南线,870路,隧道八线
东昌路渡口,陆家嘴旅游环线（世博公园定班）,陆家嘴金融城1路,沪南线,338路,339路,陆家嘴旅游环线,浦东62路
东昌路渡口（枢纽站）,陆家嘴金融城2路
东昌路码头,旅游2线
东昌路轮渡站,旅游5线
东昌路轮渡（东昌路）,旅游8线
东明路华夏西路,南南线
东明路成山路,583路,973路
东明路昌里东路,隧道夜宵一线,583路,973路,大桥一线,隧道二线
东明路杨思路,583路
东明路永泰路,780路,1003路,1050路,755路,南南线
东明路沐音路,浦东98路
东明路泰环路,1050路
东明路海阳路,83路,浦东80路,三林1路
东明路秀沿西路,浦东98路,1050路,三林1路
东明路联明路,1018路,浦东37路
东明路高科西路,583路,973路,隧道二线
东林路友谊路,711路,728路,160路
东林路宝杨路,728路
东林路密山东路,宝山2路
东林路盘古路,116路
东汉阳路梧州路,19路,854路,25路
东江湾路同心路,132路,942路,18路,318路,51路,302路,537路
东沟,405路
东泉街,上石线
东泗桥,199路
东波路张杨北路,浦东4路,浦东54路,794路
东波路浦东大道,405路
东波路莱阳路,405路,浦东35路,971路,浦东4路,浦东15路
东泰林路,986路
东泰林路康桥路,浦东73路,873路,784路,浦东34路
东泰林路永泰路,784路
东泰林路浦三路,784路
东泰路世纪大道,陆家嘴金融城2路,陆家嘴金融城3路
东泰路陆家嘴环路,陆家嘴金融城2路,939路
东浜村路,横沙2路
东浜村部,横沙2路
东海,祝桥2路
东海农场,浦东111路,1063路,1078路,浦东7路
东海大道同欣一路,洋山专线
东海大道港海路,洋山专线
东海天主堂,柘林3线
东海学院,958路,729路
东海村,奉卫线,横沙2路
东海桥,柘林3线
东海镇,1093路
东港公路姚家庙,1093路
东港公路姚家庙路,祝桥2路
东港公路成日村日新,老港1路
东港公路拱极东路,老港1路
东港公路沙岭,老港1路
东港公路牛肚村西沙路,老港1路
东港公路祝悦路,祝桥2路
东港公路陆家港路桥,老港1路
东港村,朱松专线
东滩大道中滨路（上外贤达学院）,崇明东滩5路
东滩大道北陈公路,崇明东滩5路
东煦路兰谷路,1100路
东煦路张杨北路,453路
东煦路高博路,浦东54路,453路
东环路伊宁路,嘉定70路
东环路宝安公路,嘉定70路
东环路方中路,嘉定70路
东礁新村,枫戚快线
东纺厂,堡胜专线,南东专线
东绣路东建路,1021路
东绣路锦和路,819路,陆家嘴金融城4路,1021路
东绣路锦安西路,819路,1021路,浦东4路
东翔路,1093路
东翔路顺航路,1092路
东联路东方路,香花桥1路
东育路三林路,84路,1022路
东育路上浦西路,84路,1022路,978路
东育路凌兆西路,84路
东育路凌兆西路（北向）,1022路
东育路凌兆西路（南向）,1022路
东育路杨思西路,981路,1160路
东育路杨思西路（东方体育中心）,174路,1115路
东胜路小白路,合庆1路
东胜路永达路,合庆2路
东胜路胜利路,合庆2路
东胜路跃丰路,合庆1路
东航之家,71路T2线
东葛路东靖路,浦东35路,313路,640路,971路,81路,浦东15路
东诸安浜路江苏路,44路
东贤路康和路,张堰一路,金山6路,金山115路,金山中部环线,1659路
东贤路新华路,张堰一路,1659路,1660路
东贤路松金公路,1659路,1660路
东赵巷,嘉松线,嘉定63路
东郊宾馆,778路
东鑫公寓,405路,406路
东钱宅,宝山12路
东长治路公平路,868路,13路,854路
东长治路旅顺路,868路,934路,22路
东长治路海门路,868路,934路,875路,22路
东门,南跃线,松江4路,南隆专线,崇明乡村2路,南新专线（崇明巴士）,松江22路,南堡专线,南堡快线,松江7路,崇明乡村2路（区间）,南堡二线,南红专线,南隆专线（区间）,南风线,嘉定5路,嘉泰线,南江专线,南建专线,城桥4路,嘉定62路,南海二线,南海线,城桥5路（区间）,嘉定10路,城桥5路,南东专线
东门路北门路,南跃线,南隆专线,城桥1路,南堡专线,南牛线（区间）,南牛线,南红专线,南隆专线（区间）,南海线,南江专线,城桥4路,南海二线,南新专线（崇明巴士）,南东专线
东门路寒山寺路,崇明乡村2路,城桥4路,城桥5路（区间）,崇明乡村2路（区间）,城桥5路
东门路新崇南路,崇明乡村2路,崇明乡村2路（区间）,城桥5路（区间）,城桥5路
东门路玉环路,城桥1路
东陆路五莲路,浦东5路
东陆路博兴路,浦东5路,843路
东陆路地铁站,浦东54路,1033路,971路
东陆路川桥路,182路
东陆路张杨北路,浦东5路
东陆路新金桥路,182路,777路,浦东17路
东陆路莱阳路,794路,1033路
东陆路金海路,浦东5路,182路,777路,浦东17路,浦东42路
东陆路金高路,浦东86路,浦东5路,984路,774路,沪川线
东陆路长岛路,1010路,浦东5路
东集路高东新路,浦东10路
东靖路东沟路,971路,406路,浦东35路,浦东15路
东靖路华东路,曹路3路
东靖路张杨北路,外高桥4路,406路,浦东35路,浦东15路
东靖路杨高北路,外高桥4路
东靖路芳绮路,浦东15路
东靖路莱阳路,浦东54路,406路,浦东35路,浦东15路
东靖路金京路,843路,外高桥4路,774路,浦东72路,406路,浦东15路
东靖路金高路,外高桥4路,1016路,浦东15路
东靖路高建路,外高桥4路
东靖路高恒路,浦东15路
东靖路高设路,1016路
东风十二队,南江专线,南东专线
东风南路亭枫公路,1657路
东风南路金龙新街,1657路,朱卫线
东风场部,南风线
东风小学,堡陈北线
东风新村,南风线,南东专线,堡胜专线
东风村,1653路,浦江10路,合庆1路
东高路兰谷路,外高桥4路
东高路张杨北路,外高桥4路,浦东35路
东高路芳绮路,外高桥4路
东高路高恒路,外高桥4路
两港大道正嘉路,临港7路,临港7路B线
两港西大道新四平公路,四团2线
严家宅,116路,883路,1611路
严家桥,崇明乡村4路
严木桥路祥凯路,1112路,1037路
严桥路华绣路,1008路
严楼机房,大团2路
严楼糖瓷厂,大团2路
中一东路,金漕线
中一东路共建路,石漕线
中一东路浦卫公路,1661路
中一路汇安桥,1661路
中二路,松江71路
中二路新三路,松江71路
中共一大纪念馆（新天地）,旅游9线
中共二大会址纪念馆（辅德里绿地）,旅游9线
中共四大纪念馆（今潮8弄）,旅游9线
中兴路东宝兴路,862路
中兴路共和新路,929路,78路,455路,115路,309路,306路,942路,859路,823路,963路,962路
中兴路宝通路,942路,66路,962路
中兴路恒丰北路,78路,115路,963路
中兴路新乐路,松江72路
中兴路普善路（上海火车站）,78路,115路,963路
中兴路止园路,69路
中兴路芷园路,309路,823路
中兴路西藏北路,929路,78路,305路,306路,310路,942路,210路,823路,65路,962路
中兴路长兴路,929路,78路,306路,942路,115路,823路,963路,962路
中兴路鸿兴路,78路,305路,310路,942路,302路,823路,537路,65路,962路
中兴镇,堡陈专线,南裕专线,堡七线,崇明乡村1路
中凯路文翔东路,松江21路
中创路徐塘路,松江21路
中创路施园路,松江21路
中创路缤纷路,松江21路
中加枫华国际学校,示范区1路
中区路新波路,松江30路
中华,浦江4路
中华新路共和新路,216路
中华新路大统路,216路
中华村,1680路
中华船厂,577路
中华路尚文路,929路,324路,306路,66路,11路,304路,926路
中华路王家码头路,866路
中华路盐城路,11路
中南路新中浜公路,松江75路
中南路许村路,松江75路
中原路国和路,842路,813路,577路,522路,大桥三线,28路,537路
中原路嫩江路,522路,195路
中原路市光路,842路,813路,538路,577路,537路,870路,854路
中原路开鲁路,55路,538路,537路,854路
中原路殷行路,813路,538路,522路
中原路民星路,842路,813路,538路,577路,大桥三线,61路,28路,854路,870路,139路
中原路翔殷路,813路,577路,大桥三线,522路,28路,726路,870路,139路
中双港,南隆专线,南红专线,南隆专线（区间）,南海线,南风线,南海二线,南新专线（崇明巴士）
中发路仙居路,1650路
中四路新三路,松江71路
中四路腰南路,松江71路
中天路新宾路,松江70路,松江71路,松江72路
中山东一路北京东路,868路,37路,307路
中山东一路北京东路(下行中山东一路南京东路),330路
中山东一路南京东路,55路,317路,305路,33路,65路,307路
中山东一路广东路,317路,576路,868路,123路,135路,307路
中山东一路汉口路,55路,317路,934路,305路,123路,33路,135路,65路
中山东二路新开河,866路
中山东二路新开河路,55路,317路,868路,576路,305路,932路,805路,33路,65路,307路
中山东二路金陵东路,55路,317路,868路,305路,33路,65路
中山东路东外街,1815路,松江26路
中山东路方塔南路（方塔公园）,松江26路,松江17路
中山东路松卫北路,松江26路
中山东路环城路,1815路,松江26路
中山东路茸城路（方塔医院）,1815路,松江26路,松江17路
中山东路袜子弄,松江26路,松江7路,松江11路,松江17路
中山东路（东门）,1815路,松江26路,松江17路
中山中路,松江4路
中山中路人民路,松江4路,松江3路
中山中路南埭路（中心医院）,1808路
中山中路袜子弄,松江4路
中山中路谷阳路,松江26路,松江4路,松江7路,松江11路,松江17路
中山中路长桥街,松江26路,松江4路,1808路,松江11路
中山中路（国贸大厦）,松江26路,1808路
中山二路乐都支路,松江6路
中山二路人民北路,松江6路
中山二路西林北路,松江6路
中山二路谷阳北路,松江6路
中山二路（松江六中）,松江6路
中山公园,88路,737路,54路,519路,946路,330路,765路,776路,941路,316路,947路
中山公园地铁站,519路,67路,776路,13路,946路,190路,96路
中山公园（万航渡路）,20路
中山公园（长宁路）,13路,20路
中山北一路东宝兴路,310路
中山北一路同心路,115路,966路,224路,959路,937路
中山北一路广中路,502路,21路,115路,933路,139路,723路,329路
中山北一路新华一村,502路,302路,51路,854路
中山北一路花园路,115路,310路,224路,70路,597路,97路,966路,933路,959路,937路
中山北二路,405路
中山北二路伊敏河路,874路,123路,933路,959路
中山北二路四平路,723路
中山北二路密云路,723路,960路
中山北二路曲阳路,142路,554路,723路
中山北二路黄兴路,142路,723路
中山北路东宝兴路,959路,937路
中山北路中潭路,陆安线（高速）B,76路,105路,陆安线（高速）,561路,64路
中山北路交通路,743路,309路,849路,224路,69路,898路,216路,47路
中山北路光新路,陆安线（高速）B,743路,309路,206路,陆安线（高速）,224路,69路,216路
中山北路共和新路,869路,305路,309路,849路,224路,69路,933路,1208路,966路,47路,216路
中山北路普善路,869路,743路,309路,849路,224路,69路,47路,98路,702路
中山北路曹杨路,876路,846路,309路,224路,909路,69路,94路,837路,44路,216路
中山北路西宝兴路,115路,966路,224路,933路,1208路,47路
中山北路铁路街,743路,224路,561路
中山北路陆家宅,876路,321路,826路,743路,40路,224路,909路,129路,737路
中山北路（北区汽车站）,702路
中山医院,49路
中山南一路打浦路,大桥六线,111路,781路,205路,45路,327路,933路
中山南一路西藏南路,715路,318路,96路,23路
中山南一路鲁班路,780路,大桥六线,111路,45路,327路,96路
中山南二路东安路,111路,41路,104路,大桥六线,734路,49路,933路,456路,818路
中山南二路大木桥路,111路,隧道一线,隧道夜宵一线,41路,734路,大桥六线,45路,327路,933路,572路,456路,隧道二线
中山南二路天钥桥路,111路,49路,87路,956路,徐川专线,456路
中山南二路宛平南路,104路,301路,大桥六线,49路,111路
中山南二路船厂路,111路,41路,104路,734路,933路,456路,大桥六线
中山南路东门路,866路
中山南路南车站路,111路,780路,大桥六线,306路,18路,66路,45路,327路,318路,109路
中山南路国货路,89路
中山南路复兴东路,55路,576路,736路,305路,324路,866路,65路
中山南路多稼路,55路,305路,324路,65路
中山南路董家渡,324路
中山南路董家渡路,55路,576路,736路,305路,65路
中山南路西藏南路,780路,111路,18路,45路,327路,318路,109路
中山西路万航渡路,224路,909路
中山西路吴中路,48路,224路,776路
中山西路天山路,309路,519路,224路,909路,776路,754路,856路,69路,941路
中山西路安顺路,48路,328路,855路,224路,72路,830路,776路,141路,808路
中山西路宜山路,303路,224路,1211路,754路,89路,808路,721路,87路,830路,138路,122路
中山西路新华路,328路
中山西路永丰路,1808路
中山西路漕溪北路,721路,808路,89路,87路,138路,830路
中山西路玉树路,1808路,松江5路
中山西路虹桥路,48路,328路,149路,855路,72路,830路,224路,776路,141路,808路
中山西路长宁路,309路,519路,224路,754路,69路,856路,96路,190路
中徐桥,嘉定64路B线,嘉定64路
中德路光华路,松江83路
中德路平原街,松江83路
中德路思贤路,松江83路
中德路文翔路,松江83路
中德路朱家浜路,松江83路
中德路镇中心路,松江83路
中心医院,松江4路,崇明乡村2路,城桥4路,松江5路,1657路,1671路,1672路,城桥5路（区间）,崇明乡村2路（区间）,城桥5路
中心小学,1657路,1672路
中心村,1849路
中心河桥,奉贤45路,奉城4线,1035路
中心河水建桥,海湾3线
中心港桥,松朱线
中心西路远联路,1079路
中心路,海湾1线,松莘线
中心路九新公路,松江40路,松江89路,松江43路
中心路云凯路,松江40路
中心路姚北路,松江40路
中心路易富路,松江40路,松江89路,松江43路
中心路朱金路,松江40路
中心路田富路,松江40路,松江89路,松江43路
中心路连富路,松江89路,松江43路
中心路顺庆路,松江40路
中新泾,807路,739路
中昆路平原公路,1806路
中昆路玉昆路,松江83路
中春路元江路,闵行2路区间,闵行21路,闵行17路
中春路光华路,闵行21路,747路
中春路北松公路,闵行21路,闵行17路
中春路华中路,748路（71路支线3）,87路,735路
