RouteName,Direction,StopCount
嘉定54路,上行,32
嘉定54路,下行,32
嘉定55路,上行,26
嘉定55路,下行,23
嘉定56路,上行,4
嘉定56路,下行,19
嘉定56路区间,下行,41
嘉定57路,上行,22
嘉定57路,下行,22
嘉定58路,上行,27
嘉定58路,下行,27
嘉定59路,上行,18
嘉定59路,下行,18
嘉定5路,上行,21
嘉定5路,下行,21
嘉定60路,上行,22
嘉定60路,下行,22
嘉定61路,上行,26
嘉定61路,下行,27
嘉定62路,上行,22
嘉定62路,下行,23
嘉定63路,上行,21
嘉定63路,下行,20
嘉定64路,上行,31
嘉定64路,下行,31
嘉定64路B线,上行,13
嘉定64路B线,下行,13
嘉定65路,上行,35
嘉定65路,下行,35
嘉定66路,上行,18
嘉定66路,下行,19
嘉定67路,上行,24
嘉定67路,下行,25
嘉定68路,上行,23
嘉定68路,下行,23
嘉定69路,上行,24
嘉定69路,下行,24
嘉定6路,上行,24
嘉定6路,下行,24
嘉定70路,上行,16
嘉定70路,下行,16
嘉定71路,上行,25
嘉定71路,下行,25
嘉定72路,上行,9
嘉定72路,下行,9
嘉定7路,上行,19
嘉定7路,下行,20
嘉定7路b线,上行,20
嘉定7路b线,下行,21
嘉定8路,上行,23
嘉定8路,下行,24
嘉定9路,上行,30
嘉定9路,下行,29
嘉松线,上行,34
嘉松线,下行,34
嘉泰线,上行,29
嘉泰线,下行,29
四团1线,上行,24
四团1线,下行,24
四团2线,上行,18
四团2线,下行,18
四团3线,上行,23
四团3线,下行,23
四团4线,下行,1
城桥1路,上行,20
城桥1路,下行,19
城桥2路,上行,28
城桥2路,下行,26
城桥3路,上行,17
城桥3路,下行,18
城桥4路,上行,23
城桥4路,下行,19
城桥5路,上行,17
城桥5路,下行,16
城桥5路（区间）,上行,16
城桥5路（区间）,下行,15
堡七线,上行,48
堡七线,下行,50
堡四线,上行,18
堡四线,下行,18
堡红线,上行,24
堡红线,下行,24
堡红线（区间）,上行,24
堡红线（区间）,下行,24
堡胜专线,上行,30
堡胜专线,下行,30
堡胜专线（区间）,上行,19
堡胜专线（区间）,下行,19
堡进线,上行,19
堡进线,下行,19
堡陈专线,上行,27
堡陈专线,下行,27
堡陈中线,上行,28
堡陈中线,下行,28
堡陈北线,上行,31
堡陈北线,下行,31
夏阳1路,下行,1
外高桥1路,上行,21
外高桥1路,下行,21
外高桥2路,上行,2
外高桥2路,下行,2
外高桥3路,上行,16
外高桥3路,下行,17
外高桥4路,上行,22
外高桥4路,下行,22
大团2路,上行,18
大团2路,下行,19
大桥一线,上行,16
大桥一线,下行,15
大桥三线,上行,17
大桥三线,下行,14
大桥五线,上行,13
大桥五线,下行,14
大桥六线,上行,25
大桥六线,下行,26
大桥四线,上行,26
大桥四线,下行,22
大泥专线,上行,38
大泥专线,下行,37
头桥1线,上行,14
头桥1线,下行,14
奉卫线,上行,53
奉卫线,下行,53
奉城1线,上行,23
奉城1线,下行,23
奉城2线,上行,16
奉城2线,下行,16
奉城3线,上行,21
奉城3线,下行,20
奉城4线,上行,20
奉城4线,下行,20
奉浦快线,上行,14
奉浦快线,下行,14
奉贤11路,上行,33
奉贤11路,下行,32
奉贤12路,上行,39
奉贤12路,下行,39
奉贤15路,上行,30
奉贤15路,下行,29
奉贤16路,上行,26
奉贤16路,下行,25
奉贤17路,上行,24
奉贤17路,下行,24
奉贤17路B线,上行,27
奉贤17路B线,下行,28
奉贤18路,上行,28
奉贤18路,下行,29
奉贤19路,上行,51
奉贤19路,下行,52
奉贤1路,上行,29
奉贤1路,下行,26
奉贤21路,上行,21
奉贤21路,下行,21
奉贤22路,上行,17
奉贤22路,下行,17
奉贤23路,上行,1
奉贤23路,下行,11
奉贤24路,上行,20
奉贤24路,下行,20
奉贤25路,上行,30
奉贤25路,下行,31
奉贤26路,上行,19
奉贤26路,下行,19
奉贤27路,上行,16
奉贤27路,下行,15
奉贤28路,上行,20
奉贤28路,下行,20
奉贤29路,上行,27
奉贤29路,下行,27
奉贤2路,上行,28
奉贤2路,下行,28
奉贤32路,上行,25
奉贤32路,下行,25
奉贤34路,上行,17
奉贤34路,下行,18
奉贤35路,上行,20
奉贤35路,下行,20
奉贤36路,上行,17
奉贤36路,下行,17
奉贤39路,上行,18
奉贤39路,下行,18
奉贤3路,上行,28
奉贤3路,下行,30
奉贤40路,上行,20
奉贤40路,下行,21
奉贤42路,上行,28
奉贤42路,下行,28
奉贤45路,上行,33
奉贤45路,下行,34
奉贤46路,上行,35
奉贤46路,下行,37
奉贤47路,上行,42
奉贤47路,下行,43
奉贤49路,上行,44
奉贤49路,下行,42
奉贤4路,上行,41
奉贤4路,下行,40
奉贤4路B线,上行,39
奉贤4路B线,下行,39
奉贤5路,上行,38
奉贤5路,下行,37
奉贤6路,上行,31
奉贤6路,下行,29
奉贤7路,上行,31
奉贤7路,下行,31
奉贤8路,上行,30
奉贤8路,下行,32
奉贤9路,上行,28
奉贤9路,下行,28
孙桥1路,上行,29
孙桥1路,下行,29
守航夜宵一线,上行,4
守航夜宵一线,下行,7
宝山10路,上行,27
宝山10路,下行,28
宝山12路,上行,16
宝山12路,下行,15
宝山13路,下行,11
宝山14路,上行,10
宝山14路,下行,9
宝山15路,上行,18
宝山15路,下行,18
宝山16路,上行,29
宝山16路,下行,29
宝山17路,下行,18
宝山18路,上行,25
宝山18路,下行,26
宝山19路,上行,7
宝山19路,下行,7
宝山1路,上行,25
宝山1路,下行,27
宝山21路,上行,28
宝山21路,下行,29
宝山23路,上行,34
宝山23路,下行,34
宝山25路,上行,21
宝山25路,下行,20
宝山26路,上行,7
宝山26路,下行,7
宝山29路,上行,27
宝山29路,下行,27
宝山2路,上行,26
宝山2路,下行,23
宝山30路,上行,18
宝山30路,下行,17
宝山31路,上行,19
宝山31路,下行,20
宝山32路,上行,11
宝山32路,下行,12
宝山33路,上行,5
宝山33路,下行,5
宝山35路,上行,16
宝山35路,下行,18
宝山36路,下行,10
宝山37路,下行,18
宝山38路,上行,16
宝山38路,下行,16
宝山39路,上行,9
宝山39路,下行,11
宝山3路,上行,19
宝山3路,下行,18
宝山4路,上行,13
宝山4路,下行,13
宝山50路,上行,13
宝山50路,下行,12
宝山55路,上行,21
宝山55路,下行,20
宝山56路,上行,10
宝山56路,下行,10
宝山57路,上行,22
宝山57路,下行,20
宝山5路,上行,18
宝山5路,下行,19
宝山6路,上行,24
宝山6路,下行,25
宝山7路,上行,21
宝山7路,下行,24
宝山80路,上行,13
宝山80路,下行,13
宝山81路,上行,21
宝山81路,下行,20
宝山82路,上行,21
宝山82路,下行,20
宝山83路,上行,10
宝山83路,下行,10
宝山85路,上行,10
宝山85路,下行,10
宝山86路,上行,10
宝山86路,下行,10
宝山87路,上行,17
宝山87路,下行,17
宝山88路,上行,22
宝山88路,下行,22
宝山89路,上行,13
宝山89路,下行,16
宝山8路,上行,21
宝山8路,下行,21
宝山90路,上行,16
宝山90路,下行,16
宝山91路,上行,14
宝山91路,下行,14
宝山92路,上行,22
宝山92路,下行,21
宝山93路,上行,12
宝山93路,下行,13
宝山95路,上行,23
宝山95路,下行,23
宝山9路,下行,28
宣桥1路,上行,17
宣桥1路,下行,19
山阳1路,上行,26
山阳1路,下行,26
山阳2路,上行,20
山阳2路,下行,20
山阳2路区间,上行,23
山阳2路区间,下行,23
崇明东滩1路,上行,18
崇明东滩1路,下行,18
崇明东滩2路,上行,13
崇明东滩2路,下行,13
崇明东滩2路（区间）,上行,16
崇明东滩2路（区间）,下行,16
崇明东滩3路,上行,20
崇明东滩3路,下行,20
崇明东滩4路,上行,18
崇明东滩4路,下行,18
崇明东滩5路,上行,7
崇明东滩5路,下行,7
崇明东滩6路,上行,19
崇明东滩6路,下行,19
崇明东滩6路（区间）,上行,17
崇明东滩6路（区间）,下行,17
崇明乡村10路,上行,24
崇明乡村10路,下行,24
崇明乡村11路,上行,20
崇明乡村11路,下行,20
崇明乡村1路,上行,18
崇明乡村1路,下行,19
崇明乡村2路,上行,30
崇明乡村2路,下行,30
崇明乡村2路（区间）,上行,29
崇明乡村2路（区间）,下行,29
崇明乡村3路,上行,18
崇明乡村3路,下行,18
崇明乡村4路,上行,1
崇明乡村4路,下行,14
崇明乡村5路,上行,10
崇明乡村5路,下行,10
崇明乡村6路,上行,14
崇明乡村6路,下行,14
崇明乡村7路,上行,8
崇明乡村7路,下行,8
崇明乡村8路,上行,10
崇明乡村8路,下行,10
崇明乡村9路,上行,22
崇明乡村9路,下行,21
川沙2路,上行,3
川沙2路,下行,4
川沙3路,上行,17
川沙3路,下行,15
川沙5路,上行,13
川沙5路,下行,16
庄行1线,上行,29
庄行1线,下行,28
庄行2线,上行,27
庄行2线,下行,26
廊下2路,上行,15
廊下2路,下行,15
廊下3路,上行,19
廊下3路,下行,19
廊下4路,上行,18
廊下4路,下行,18
廊下5路,上行,20
廊下5路,下行,20
张堰一路,上行,19
张堰一路,下行,19
张江1路,上行,21
张江1路,下行,20
张江环线,上行,16
张江环线,下行,19
徐商定班线,上行,45
徐商定班线,下行,43
徐川专线,上行,51
徐川专线,下行,49
徐汇滨江环线,下行,8
徐泾1路,上行,25
徐泾1路,下行,24
徐泾2路,上行,30
徐泾2路,下行,32
徐泾2路区间,上行,22
徐泾2路区间,下行,24
徐泾4路,上行,14
徐泾4路,下行,14
徐泾5路,上行,14
徐泾5路,下行,12
徐闵夜宵专线,上行,27
徐闵夜宵专线,下行,27
徐闵线,上行,37
徐闵线,下行,33
惠南10路,上行,14
惠南10路,下行,14
惠南8路,上行,18
惠南8路,下行,18
新临专线,上行,38
新临专线,下行,39
新场1路,上行,24
新场1路,下行,24
新场2路,上行,18
新场2路,下行,18
新场3路,上行,22
新场3路,下行,22
新场5路,上行,16
新场5路,下行,16
新泾1路,上行,26
新泾1路,下行,25
新泾1路区间,上行,9
新泾1路区间,下行,9
新芦专线,上行,44
新芦专线,下行,44
旅游10线,下行,10
旅游1线,下行,14
旅游2线,下行,9
旅游3线,下行,7
旅游4线,上行,17
旅游4线,下行,17
旅游5线,上行,8
旅游5线,下行,8
旅游6线,上行,11
旅游6线,下行,12
旅游7线,下行,17
旅游8线,下行,14
旅游9线,下行,9
曹路1路,上行,9
曹路1路,下行,9
曹路2路,上行,28
曹路2路,下行,28
曹路3路,上行,16
曹路3路,下行,13
朱卫线,上行,11
朱卫线,下行,2
朱家角10路,上行,11
朱家角10路,下行,11
朱家角1路,上行,16
朱家角1路,下行,16
朱家角2路,上行,17
朱家角2路,下行,17
朱家角4路,上行,14
朱家角4路,下行,14
朱家角5路,上行,29
朱家角5路,下行,28
朱家角6路,上行,18
朱家角6路,下行,18
朱家角7路,上行,19
朱家角7路,下行,18
朱家角8路,上行,24
朱家角8路,下行,25
朱家角9路,上行,15
朱家角9路,下行,14
朱松专线,上行,33
朱松专线,下行,33
朱枫线,上行,31
朱枫线,下行,31
朱泾5路,上行,20
朱泾5路,下行,20
朱石专线,上行,8
朱钱卫线,上行,55
朱钱卫线,下行,55
机场一线,上行,2
机场一线,下行,2
机场七线,上行,4
机场七线,下行,4
机场九线,上行,2
机场九线,下行,2
机场八线,上行,22
机场八线,下行,20
机场四线,上行,1
机场四线,下行,4
机场环一线,上行,8
机场环一线,下行,8
松卫专线,上行,51
松卫专线,下行,51
松卫线,上行,43
松卫线,下行,42
松新枫线,上行,20
松新枫线,下行,20
松朱线,上行,19
松朱线,下行,19
松梅专线,上行,2
松梅专线,下行,2
松江104路,上行,19
松江104路,下行,19
松江105路,上行,33
松江105路,下行,33
松江106路,上行,25
松江106路,下行,25
松江11路,上行,43
松江11路,下行,43
松江12路,上行,25
松江12路,下行,25
松江13路,上行,30
松江13路,下行,30
松江14路,上行,44
松江14路,下行,44
松江15路,上行,23
松江15路,下行,23
松江17路,上行,28
松江17路,下行,28
松江18路,下行,14
松江19路,上行,35
松江19路,下行,35
松江1路,上行,22
松江1路,下行,23
松江20路,上行,27
松江20路,下行,27
松江21路,上行,20
松江21路,下行,20
松江22路,上行,20
松江22路,下行,20
松江23路,上行,43
松江23路,下行,43
松江23路区间,上行,11
松江23路区间,下行,10
松江24路,上行,44
松江24路,下行,44
松江25路,上行,21
松江25路,下行,21
松江26路,上行,23
松江26路,下行,23
松江27路,上行,21
松江27路,下行,21
松江28路,上行,24
松江28路,下行,24
松江28路区间,上行,27
松江28路区间,下行,27
松江29路,上行,9
松江29路,下行,9
松江2路,上行,36
松江2路,下行,36
松江30路,上行,22
松江30路,下行,22
松江31路,上行,17
松江31路,下行,17
松江32路,上行,9
松江32路,下行,9
松江33路,上行,32
松江33路,下行,32
松江34路,上行,31
松江34路,下行,31
松江35路,上行,34
松江35路,下行,34
松江35路区间,上行,22
松江35路区间,下行,22
松江36路,上行,27
松江36路,下行,27
松江38路,上行,31
松江38路,下行,31
松江39路,上行,29
松江39路,下行,29
松江39路区间,上行,23
松江39路区间,下行,23
松江3路,上行,43
松江3路,下行,43
松江40路,上行,26
松江40路,下行,26
松江41路,下行,35
松江42路,上行,19
松江42路,下行,19
松江43路,上行,39
松江43路,下行,39
松江44路,下行,53
松江45路,上行,31
松江45路,下行,31
松江46路,上行,26
松江46路,下行,18
松江47路,上行,31
松江47路,下行,28
松江48路,上行,29
松江48路,下行,29
松江4路,上行,24
松江4路,下行,24
松江50路,上行,15
松江50路,下行,15
松江51路,上行,17
松江51路,下行,17
松江52路,上行,19
松江52路,下行,19
松江53路,上行,8
松江53路,下行,8
松江54路,上行,25
松江54路,下行,25
松江55路,上行,31
松江55路,下行,31
松江56路,上行,27
松江56路,下行,27
松江57路,上行,17
松江57路,下行,17
松江5路,上行,25
松江5路,下行,26
松江60路,上行,28
松江60路,下行,28
松江61路,下行,23
松江65路,上行,20
松江65路,下行,20
松江66路,上行,25
松江66路,下行,25
松江67路,上行,27
松江67路,下行,27
松江68路,上行,36
松江68路,下行,30
松江69路,上行,18
松江69路,下行,18
松江6路,上行,32
松江6路,下行,32
松江70路,上行,39
松江70路,下行,39
松江71路,上行,40
松江71路,下行,40
松江72路,下行,37
松江75路,下行,32
松江76路,下行,37
松江79路,上行,27
松江79路,下行,27
松江7路,上行,26
松江7路,下行,26
松江80路,上行,15
松江80路,下行,15
松江81路,上行,15
松江81路,下行,15
松江83路,下行,33
松江89路,下行,22
松江90路,上行,22
松江90路,下行,22
松江91路,上行,20
松江91路,下行,20
松江92路,上行,14
松江92路,下行,14
松江93路,上行,16
松江93路,下行,16
松江94路,上行,36
松江94路,下行,36
松江95路,上行,23
松江95路,下行,23
松江96路,上行,19
松江96路,下行,19
松江97路,上行,22
松江97路,下行,22
松江98路,上行,14
松江98路,下行,14
松江99路,上行,18
松江99路,下行,15
松江9路,上行,21
松江9路,下行,20
松江旅游观光1线,下行,10
松江旅游观光2线,下行,8
松江有轨电车1号线,上行,23
松江有轨电车1号线,下行,23
松江有轨电车2号线,上行,37
松江有轨电车2号线,下行,37
松莘线,上行,79
松莘线,下行,80
松青线,上行,39
松青线,下行,39
枫戚快线,上行,32
枫戚快线,下行,32
枫梅线,上行,2
枫梅线,下行,3
枫泾1路,上行,23
枫泾1路,下行,23
枫泾2路,上行,25
枫泾2路,下行,25
枫泾6路,上行,28
枫泾6路,下行,28
枫泾7路,上行,32
枫泾7路,下行,32
柘林1线,上行,23
柘林1线,下行,23
柘林2线,上行,32
柘林2线,下行,31
柘林3线,上行,33
柘林3线,下行,33
梅陇1路区间,下行,1
横沙2路,上行,20
横沙2路,下行,20
横沙3路,上行,34
横沙3路,下行,34
横长线,上行,2
横长线,下行,2
江五线,上行,60
江五线,下行,60
江川1路,上行,25
江川1路,下行,24
江川3路,上行,10
江川3路,下行,14
江川4路,上行,18
江川4路,下行,19
江川6路,下行,15
江平专线,上行,62
江平专线,下行,62
沪南线,上行,53
沪南线,下行,55
沪塘专线,上行,62
沪塘专线,下行,62
沪川线,上行,41
沪川线,下行,42
沪朱高速线,上行,4
沪朱高速线,下行,4
沪青高速专线,上行,7
沪青高速专线,下行,7
泥城1路,上行,29
泥城1路,下行,29
泥城2路,上行,20
泥城2路,下行,19
泥城4路,上行,21
泥城4路,下行,21
泥城5路,上行,21
泥城5路,下行,21
洋山专线,上行,6
洋山专线,下行,6
浦东100路,上行,9
浦东100路,下行,9
浦东101路,上行,25
浦东101路,下行,25
浦东102路,上行,17
浦东102路,下行,17
浦东104路,上行,30
浦东104路,下行,27
浦东105路,上行,36
浦东105路,下行,36
浦东106路,上行,13
浦东106路,下行,24
浦东107路,上行,37
浦东107路,下行,37
浦东108路,上行,33
浦东108路,下行,33
浦东109路,上行,15
浦东109路,下行,17
浦东10路,下行,14
浦东110路,上行,35
浦东110路,下行,35
浦东111路,上行,37
浦东111路,下行,38
浦东112路,上行,15
浦东112路,下行,16
浦东113路,上行,21
浦东113路,下行,20
浦东116路,上行,17
浦东116路,下行,17
浦东117路,上行,26
浦东117路,下行,28
浦东117路（区间）,上行,6
浦东117路（区间）,下行,5
浦东118路,上行,37
浦东118路,下行,37
浦东119路,上行,21
浦东119路,下行,21
浦东11路,上行,41
浦东11路,下行,47
浦东121路,上行,30
浦东121路,下行,29
浦东122路,上行,29
浦东122路,下行,29
浦东123路,上行,37
浦东123路,下行,36
浦东124路,上行,23
浦东124路,下行,28
浦东125路,上行,20
浦东125路,下行,19
浦东12路,上行,25
浦东12路,下行,26
浦东12路区间,上行,13
浦东12路区间,下行,12
浦东13路,上行,46
浦东13路,下行,48
浦东14路,上行,18
浦东14路,下行,19
浦东15路,上行,46
浦东15路,下行,47
浦东16路,上行,32
浦东16路,下行,32
浦东17路,上行,51
浦东17路,下行,52
浦东18路,上行,14
浦东18路,下行,15
浦东19路,下行,25
浦东1路,上行,18
浦东1路,下行,17
浦东20路,上行,18
浦东20路,下行,19
浦东21路,上行,41
浦东21路,下行,39
浦东22路,上行,13
浦东22路,下行,20
浦东23路,上行,25
浦东23路,下行,28
浦东24路,上行,45
浦东24路,下行,46
浦东25路,上行,33
浦东25路,下行,33
浦东26路,上行,30
浦东26路,下行,33
浦东27路,上行,22
浦东27路,下行,22
浦东29路,上行,12
浦东29路,下行,13
浦东2路,上行,29
浦东2路,下行,28
浦东30路,上行,18
浦东30路,下行,19
浦东31路,上行,27
浦东31路,下行,29
浦东32路,上行,33
浦东32路,下行,33
浦东33路,上行,11
浦东33路,下行,12
浦东34路,上行,26
浦东34路,下行,28
浦东35路,上行,65
浦东35路,下行,64
浦东36路,上行,15
浦东36路,下行,10
浦东37路,上行,23
浦东37路,下行,22
浦东38路,上行,16
浦东38路,下行,14
浦东39路,上行,16
浦东39路,下行,22
浦东3路,上行,24
浦东3路,下行,26
浦东41路,上行,20
浦东41路,下行,20
浦东42路,上行,20
浦东42路,下行,19
浦东43路,上行,19
浦东43路,下行,18
浦东45路,上行,16
浦东45路,下行,16
浦东48路,上行,14
浦东48路,下行,14
浦东49路,上行,16
浦东49路,下行,15
浦东4路,上行,29
浦东4路,下行,29
浦东50路,上行,13
浦东50路,下行,14
浦东51路,上行,28
浦东51路,下行,27
浦东52路,上行,26
浦东52路,下行,26
浦东53路,上行,15
浦东53路,下行,13
浦东54路,上行,9
浦东54路,下行,9
浦东55路,上行,31
浦东55路,下行,32
浦东56路,上行,43
浦东56路,下行,43
浦东57路,上行,35
浦东57路,下行,34
浦东58路,上行,17
浦东58路,下行,15
浦东59路,上行,30
浦东59路,下行,28
浦东5路,上行,40
浦东5路,下行,43
浦东60路,上行,19
浦东60路,下行,20
浦东61路,上行,19
浦东61路,下行,19
浦东62路,上行,20
浦东62路,下行,19
浦东63路,上行,40
浦东63路,下行,40
浦东64路,上行,9
浦东64路,下行,14
浦东65路,上行,22
浦东65路,下行,23
浦东66路,上行,45
浦东66路,下行,45
浦东67路,上行,15
浦东67路,下行,2
浦东68路,上行,36
浦东68路,下行,34
浦东69路,上行,33
浦东69路,下行,33
浦东70路,上行,30
浦东70路,下行,28
浦东71路,上行,32
浦东71路,下行,33
浦东72路,上行,38
浦东72路,下行,39
浦东73路,上行,36
浦东73路,下行,39
浦东74路,上行,32
浦东74路,下行,32
浦东76路,上行,7
浦东76路,下行,15
浦东77路,上行,21
浦东77路,下行,22
浦东78路,上行,40
浦东78路,下行,40
浦东79路,上行,29
浦东79路,下行,30
浦东7路,上行,26
浦东7路,下行,26
浦东80路,上行,17
浦东80路,下行,17
浦东86路,上行,14
浦东86路,下行,16
浦东87路,上行,17
浦东87路,下行,19
浦东88路,上行,23
浦东88路,下行,21
浦东89路,下行,21
浦东8路,上行,15
浦东8路,下行,18
浦东90路,上行,21
浦东90路,下行,20
浦东91路,上行,29
浦东91路,下行,29
浦东92路,上行,24
浦东92路,下行,23
浦东93路,上行,17
浦东93路,下行,30
浦东94路,上行,46
浦东94路,下行,48
浦东95路,上行,10
浦东95路,下行,10
浦东96路,上行,24
浦东96路,下行,24
浦东97路,上行,32
浦东97路,下行,31
浦东98路,上行,36
浦东98路,下行,37
浦东99路,上行,33
浦东99路,下行,33
浦东9路,上行,18
浦东9路,下行,17
浦亭线,上行,53
浦亭线,下行,53
浦江10路,上行,26
浦江10路,下行,22
浦江10路B线,上行,13
浦江10路B线,下行,14
浦江11路,上行,14
浦江11路,下行,13
浦江12路,上行,11
浦江12路,下行,12
浦江12路区间,下行,8
浦江13路,上行,9
浦江13路,下行,8
浦江15路,上行,11
浦江15路,下行,10
浦江16路,上行,26
浦江16路,下行,26
浦江17路,下行,17
浦江18路,下行,18
浦江19路,上行,19
浦江19路,下行,18
浦江19路B线,上行,14
浦江19路B线,下行,13
浦江1路,上行,21
浦江1路,下行,23
浦江2路,上行,26
浦江2路,下行,26
浦江3路,上行,15
浦江3路,下行,13
浦江4路,上行,31
浦江4路,下行,31
浦江5路,上行,21
浦江5路,下行,22
浦江6路,上行,11
浦江6路,下行,10
浦江7路,上行,19
浦江7路,下行,19
浦江9路,下行,1
浦江9路B线,上行,21
浦江9路B线,下行,19
浦西滨江1路,上行,22
浦西滨江1路,下行,22
海沈线,上行,33
海沈线,下行,32
海湾1线,上行,27
海湾1线,下行,27
海湾3线,上行,35
海湾3线,下行,36
海湾快线,上行,13
海湾快线,下行,13
海航专线,上行,51
海航专线,下行,51
滨江2路,上行,5
滨江2路,下行,5
申崇一线,上行,2
申崇一线,下行,2
申崇七线,上行,2
申崇七线,下行,2
申崇三线,上行,2
申崇三线,下行,2
申崇三线（区间）,上行,2
申崇三线（区间）,下行,2
申崇二线,上行,2
申崇二线,下行,2
申崇二线区间,上行,2
申崇二线区间,下行,2
申崇五线,上行,2
申崇五线,下行,2
申崇六线,上行,4
申崇六线,下行,4
申崇四线,上行,2
申崇四线,下行,2
申崇四线（区间）,上行,2
申崇四线（区间）,下行,2
申川专线,上行,45
申川专线,下行,45
申港1路,上行,18
申港1路,下行,17
申港3路,上行,32
申港3路,下行,31
白徐线,上行,28
白徐线,下行,28
白徐线跨线定班（赵屯-徐泾）,上行,35
白徐线跨线定班（赵屯-徐泾）,下行,35
白鹤1路,上行,14
白鹤1路,下行,14
白鹤2路,上行,26
白鹤2路,下行,26
白鹤3路,上行,17
白鹤3路,下行,16
白鹤4路,上行,25
白鹤4路,下行,25
白鹤5路,上行,12
白鹤5路,下行,12
白鹤6路,上行,21
白鹤6路,下行,21
白鹤7路,上行,19
白鹤7路,下行,19
石南专线,上行,9
石南专线,下行,9
石梅线,上行,4
石梅线,下行,3
石漕线,上行,33
石漕线,下行,33
示范区1路,上行,18
示范区1路,下行,18
祝桥1路,上行,17
祝桥1路,下行,17
祝桥2路,上行,24
祝桥2路,下行,24
祝桥2路区间,下行,10
祝桥3路,上行,26
祝桥3路,下行,29
练塘1路,上行,32
练塘1路,下行,32
练塘2路,上行,5
练塘2路,下行,2
练塘4路,上行,27
练塘4路,下行,27
练塘5路,上行,23
练塘5路,下行,23
练塘6路,上行,16
练塘6路,下行,16
老港1路,上行,21
老港1路,下行,21
航头5路,上行,17
航头5路,下行,17
航奉专线,上行,40
航奉专线,下行,41
芦潮港1路,上行,23
芦潮港1路,下行,22
花木2路,上行,13
花木2路,下行,14
莘南专线,上行,26
莘南专线,下行,27
莘庄1路,上行,5
莘庄1路,下行,6
莘庄2路,上行,7
莘庄2路,下行,7
莘庄3路,上行,9
莘庄3路,下行,9
莘庄3路B线,上行,11
莘庄3路B线,下行,9
莘庄工业区1路,上行,16
莘庄工业区1路,下行,15
莘庄工业区2路,下行,1
莘金专线,上行,12
莘金专线,下行,12
莲亭专线,上行,2
莲亭专线,下行,2
莲卫专线,上行,8
莲卫专线,下行,8
莲山专线,上行,8
莲山专线,下行,9
莲廊专线,下行,1
莲松专线,上行,5
莲松专线,下行,5
莲枫专线,上行,2
莲枫专线,下行,2
莲浜专线,上行,1
莲漕专线,上行,2
莲漕专线,下行,2
莲金专线,上行,6
莲金专线,下行,7
虹桥商务区1路,上行,14
虹桥商务区1路,下行,13
虹桥商务区2路,上行,9
虹桥商务区2路,下行,8
虹桥商务区2路区间,上行,6
虹桥商务区2路区间,下行,4
虹桥枢纽10路,上行,5
虹桥枢纽10路,下行,6
虹桥枢纽1路,上行,26
虹桥枢纽1路,下行,27
虹桥枢纽4路,上行,41
虹桥枢纽4路,下行,40
虹桥枢纽5路,上行,25
虹桥枢纽5路,下行,25
虹桥枢纽6路,上行,28
虹桥枢纽6路,下行,29
虹桥枢纽6路B线,上行,6
虹桥枢纽6路B线,下行,6
虹桥枢纽7路,上行,12
虹桥枢纽7路,下行,12
虹桥枢纽7路B线,上行,2
虹桥枢纽7路B线,下行,2
虹桥枢纽8路,上行,2
虹桥枢纽8路,下行,2
虹桥枢纽9路,上行,2
虹桥枢纽9路,下行,2
虹桥镇2路,下行,1
虹练定班线,上行,9
虹练定班线,下行,9
赵巷1路,上行,17
赵巷1路,下行,18
赵巷2路,上行,13
赵巷2路,下行,13
赵巷3路,上行,2
赵巷3路,下行,6
赵巷5路,上行,15
赵巷5路,下行,16
邵鹤线,上行,56
邵鹤线,下行,57
重固1路,上行,24
重固1路,下行,25
重固2路,上行,33
重固2路,下行,34
金山100路,上行,57
金山100路,下行,58
金山105路,上行,70
金山105路,下行,70
金山105路区间,上行,21
金山105路区间,下行,21
金山10路,上行,6
金山10路,下行,9
金山10路区间,上行,25
金山10路区间,下行,25
金山115路,上行,11
金山115路,下行,11
金山11路,上行,32
金山11路,下行,32
金山1路,上行,28
金山1路,下行,28
金山203路,上行,13
金山203路,下行,13
金山206路,上行,13
金山206路,下行,13
金山2路,上行,26
金山2路,下行,17
金山3路,上行,22
金山3路,下行,22
金山4路,上行,19
金山4路,下行,19
金山5路,上行,31
金山5路,下行,31
金山6路,上行,28
金山6路,下行,29
金山7路,上行,10
金山7路,下行,2
金山8路,上行,23
金山8路,下行,22
金山9路,上行,17
金山9路,下行,17
金山中部环线,上行,36
金山中部环线,下行,36
金山卫一路,上行,1
金山卫一路,下行,6
金山卫二路,上行,9
金山卫二路,下行,10
金山工业区一路,上行,24
金山工业区一路,下行,24
金山工业区二路,上行,20
金山工业区二路,下行,20
金枫线,上行,29
金枫线,下行,29
金汇1线,上行,40
金汇1线,下行,40
金汇2线,上行,26
金汇2线,下行,27
金泽2路,上行,20
金泽2路,下行,20
金泽3路,上行,11
金泽3路,下行,11
金泽4路,上行,13
金泽4路,下行,13
金泽5路,上行,32
金泽5路,下行,32
金泽6路,上行,39
金泽6路,下行,39
金泽7路,上行,15
金泽7路,下行,15
金漕线,上行,25
金漕线,下行,25
长兴1路,上行,13
长兴1路,下行,18
长兴1路（区间）,上行,16
长兴1路（区间）,下行,17
长兴2路,上行,25
长兴2路,下行,25
长兴3路,上行,26
长兴3路,下行,25
长兴4路,上行,26
长兴4路,下行,27
长南线,下行,1
长征1路,上行,20
长征1路,下行,21
闵东线,上行,15
闵东线,下行,15
闵吴线,上行,21
